0.01,-10
0.02,-10
0.03,-10
0.04,-10
0.05,-10
0.06,-10
0.07,-10
0.08,-10
0.09,-10
0.1,-10
0.11,-10
0.12,-10
0.13,-10
0.14,-10
0.15,-10
0.16,-10
0.17,-10
0.18,-10
0.19,-10
0.2,-10
0.21,-10
0.22,-10
0.23,-10
0.24,-10
0.25,-10
0.26,-10
0.27,-10
0.28,-10
0.29,-10
0.3,-10
0.31,-10
0.32,-10
0.33,-10
0.34,-10
0.35,-10
0.36,-10
0.37,-10
0.38,-10
0.39,-10
0.4,-10
0.41,-10
0.42,-10
0.43,-10
0.44,-10
0.45,-10
0.46,-10
0.47,-10
0.48,-10
0.49,-10
0.5,-10
0.51,-10
0.52,-10
0.53,-10
0.54,-10
0.55,-10
0.56,-10
0.57,-10
0.58,-10
0.59,-10
0.6,-10
0.61,-10
0.62,-10
0.63,-10
0.64,-10
0.65,-10
0.66,-10
0.67,-10
0.68,-10
0.69,-10
0.7,-10
0.71,-10
0.72,-10
0.73,-10
0.74,-10
0.75,-10
0.76,-10
0.77,-10
0.78,-10
0.79,-10
0.8,-10
0.81,-10
0.82,-10
0.83,-10
0.84,-10
0.85,-10
0.86,-10
0.87,-10
0.88,-10
0.89,-10
0.9,-10
0.91,-10
0.92,-10
0.93,-10
0.94,-10
0.95,-10
0.96,-10
0.97,-10
0.98,-10
0.99,-10
1,-10
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0
0.52,0
0.53,0
0.54,0
0.55,0
0.56,0
0.57,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.7,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
0.01,25
0.02,25
0.03,25
0.04,25
0.05,25
0.06,25
0.07,25
0.08,25
0.09,25
0.1,25
0.11,25
0.12,25
0.13,25
0.14,25
0.15,25
0.16,25
0.17,25
0.18,25
0.19,25
0.2,25
0.21,25
0.22,25
0.23,25
0.24,25
0.25,25
0.26,25
0.27,25
0.28,25
0.29,25
0.3,25
0.31,25
0.32,25
0.33,25
0.34,25
0.35,25
0.36,25
0.37,25
0.38,25
0.39,25
0.4,25
0.41,25
0.42,25
0.43,25
0.44,25
0.45,25
0.46,25
0.47,25
0.48,25
0.49,25
0.5,25
0.51,25
0.52,25
0.53,25
0.54,25
0.55,25
0.56,25
0.57,25
0.58,25
0.59,25
0.6,25
0.61,25
0.62,25
0.63,25
0.64,25
0.65,25
0.66,25
0.67,25
0.68,25
0.69,25
0.7,25
0.71,25
0.72,25
0.73,25
0.74,25
0.75,25
0.76,25
0.77,25
0.78,25
0.79,25
0.8,25
0.81,25
0.82,25
0.83,25
0.84,25
0.85,25
0.86,25
0.87,25
0.88,25
0.89,25
0.9,25
0.91,25
0.92,25
0.93,25
0.94,25
0.95,25
0.96,25
0.97,25
0.98,25
0.99,25
1,25
0.01,40
0.02,40
0.03,40
0.04,40
0.05,40
0.06,40
0.07,40
0.08,40
0.09,40
0.1,40
0.11,40
0.12,40
0.13,40
0.14,40
0.15,40
0.16,40
0.17,40
0.18,40
0.19,40
0.2,40
0.21,40
0.22,40
0.23,40
0.24,40
0.25,40
0.26,40
0.27,40
0.28,40
0.29,40
0.3,40
0.31,40
0.32,40
0.33,40
0.34,40
0.35,40
0.36,40
0.37,40
0.38,40
0.39,40
0.4,40
0.41,40
0.42,40
0.43,40
0.44,40
0.45,40
0.46,40
0.47,40
0.48,40
0.49,40
0.5,40
0.51,40
0.52,40
0.53,40
0.54,40
0.55,40
0.56,40
0.57,40
0.58,40
0.59,40
0.6,40
0.61,40
0.62,40
0.63,40
0.64,40
0.65,40
0.66,40
0.67,40
0.68,40
0.69,40
0.7,40
0.71,40
0.72,40
0.73,40
0.74,40
0.75,40
0.76,40
0.77,40
0.78,40
0.79,40
0.8,40
0.81,40
0.82,40
0.83,40
0.84,40
0.85,40
0.86,40
0.87,40
0.88,40
0.89,40
0.9,40
0.91,40
0.92,40
0.93,40
0.94,40
0.95,40
0.96,40
0.97,40
0.98,40
0.99,40
1,40
0.01,60
0.02,60
0.03,60
0.04,60
0.05,60
0.06,60
0.07,60
0.08,60
0.09,60
0.1,60
0.11,60
0.12,60
0.13,60
0.14,60
0.15,60
0.16,60
0.17,60
0.18,60
0.19,60
0.2,60
0.21,60
0.22,60
0.23,60
0.24,60
0.25,60
0.26,60
0.27,60
0.28,60
0.29,60
0.3,60
0.31,60
0.32,60
0.33,60
0.34,60
0.35,60
0.36,60
0.37,60
0.38,60
0.39,60
0.4,60
0.41,60
0.42,60
0.43,60
0.44,60
0.45,60
0.46,60
0.47,60
0.48,60
0.49,60
0.5,60
0.51,60
0.52,60
0.53,60
0.54,60
0.55,60
0.56,60
0.57,60
0.58,60
0.59,60
0.6,60
0.61,60
0.62,60
0.63,60
0.64,60
0.65,60
0.66,60
0.67,60
0.68,60
0.69,60
0.7,60
0.71,60
0.72,60
0.73,60
0.74,60
0.75,60
0.76,60
0.77,60
0.78,60
0.79,60
0.8,60
0.81,60
0.82,60
0.83,60
0.84,60
0.85,60
0.86,60
0.87,60
0.88,60
0.89,60
0.9,60
0.91,60
0.92,60
0.93,60
0.94,60
0.95,60
0.96,60
0.97,60
0.98,60
0.99,60
1,60
